system:index,Date,Longitude,PlotID,Type,description,doy-20140306,doy-20140322,doy-20140407,doy-20140423,doy-20140509,doy-20140525,doy-20140610,doy-20140626,doy-20140712,doy-20140728,doy-20140813,doy-20140829,doy-20140914,doy-20140930,doy-20141016,doy-20141101,doy-20141117,doy-20141203,doy-20141219,doy-20150101,doy-20150117,doy-20150202,doy-20150218,doy-20150306,doy-20150322,doy-20150407,doy-20150423,doy-20150509,doy-20150525,doy-20150610,doy-20150626,doy-20150712,doy-20150728,doy-20150813,doy-20150829,doy-20150914,doy-20150930,doy-20151016,doy-20151101,doy-20151117,doy-20151203,doy-20151219,doy-20160101,doy-20160117,doy-20160202,evi-20140306,evi-20140322,evi-20140407,evi-20140423,evi-20140509,evi-20140525,evi-20140610,evi-20140626,evi-20140712,evi-20140728,evi-20140813,evi-20140829,evi-20140914,evi-20140930,evi-20141016,evi-20141101,evi-20141117,evi-20141203,evi-20141219,evi-20150101,evi-20150117,evi-20150202,evi-20150218,evi-20150306,evi-20150322,evi-20150407,evi-20150423,evi-20150509,evi-20150525,evi-20150610,evi-20150626,evi-20150712,evi-20150728,evi-20150813,evi-20150829,evi-20150914,evi-20150930,evi-20151016,evi-20151101,evi-20151117,evi-20151203,evi-20151219,evi-20160101,evi-20160117,evi-20160202,geometry,name,ndvi-20140306,ndvi-20140322,ndvi-20140407,ndvi-20140423,ndvi-20140509,ndvi-20140525,ndvi-20140610,ndvi-20140626,ndvi-20140712,ndvi-20140728,ndvi-20140813,ndvi-20140829,ndvi-20140914,ndvi-20140930,ndvi-20141016,ndvi-20141101,ndvi-20141117,ndvi-20141203,ndvi-20141219,ndvi-20150101,ndvi-20150117,ndvi-20150202,ndvi-20150218,ndvi-20150306,ndvi-20150322,ndvi-20150407,ndvi-20150423,ndvi-20150509,ndvi-20150525,ndvi-20150610,ndvi-20150626,ndvi-20150712,ndvi-20150728,ndvi-20150813,ndvi-20150829,ndvi-20150914,ndvi-20150930,ndvi-20151016,ndvi-20151101,ndvi-20151117,ndvi-20151203,ndvi-20151219,ndvi-20160101,ndvi-20160117,ndvi-20160202,summaryQA-20140306,summaryQA-20140322,summaryQA-20140407,summaryQA-20140423,summaryQA-20140509,summaryQA-20140525,summaryQA-20140610,summaryQA-20140626,summaryQA-20140712,summaryQA-20140728,summaryQA-20140813,summaryQA-20140829,summaryQA-20140914,summaryQA-20140930,summaryQA-20141016,summaryQA-20141101,summaryQA-20141117,summaryQA-20141203,summaryQA-20141219,summaryQA-20150101,summaryQA-20150117,summaryQA-20150202,summaryQA-20150218,summaryQA-20150306,summaryQA-20150322,summaryQA-20150407,summaryQA-20150423,summaryQA-20150509,summaryQA-20150525,summaryQA-20150610,summaryQA-20150626,summaryQA-20150712,summaryQA-20150728,summaryQA-20150813,summaryQA-20150829,summaryQA-20150914,summaryQA-20150930,summaryQA-20151016,summaryQA-20151101,summaryQA-20151117,summaryQA-20151203,summaryQA-20151219,summaryQA-20160101,summaryQA-20160117,summaryQA-20160202,.geo
1397,1439250000000,-114.27261,1102,Biomass,,71,83,110,121,132,149,174,190,201,217,226,245,267,283,304,316,321,341,1,1,26,48,60,78,89,108,113,129,159,167,179,200,223,227,255,264,278,290,311,332,339,1,11,26,38,1683,3145,2322,2517,2824,2570,3182,3086,3276,3165,3161,2692,3008,2950,2760,2866,4027,3496,1953,1953,2302,3351,2939,2934,3207,2604,2354,2472,2563,3472,2893,2393,2514,2503,2632,2613,2981,3490,3156,2970,2850,2303,3091,3207,2036,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.27261,45.82174]}",,1604,5077,4510,4894,5960,6429,7055,6933,6261,6193,6371,7075,6260,6033,6101,3175,5697,5537,1623,1623,2388,5606,4455,6524,6525,5525,6156,6201,6792,6582,5943,6497,6846,5553,6707,6559,7326,6884,3662,3241,2758,1846,3078,3044,1779,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.27261,45.82174]}"
1398,1439250000000,-114.26773,1103,Biomass,,71,83,103,121,132,149,174,181,205,217,226,254,268,283,293,316,321,341,1,1,30,39,60,78,88,108,117,129,159,167,179,200,223,227,255,271,278,294,311,332,339,1,11,26,38,1731,3145,2438,2580,2829,2556,2719,2801,3681,2999,2929,2541,2863,2790,2898,3215,4027,3495,2675,2675,3935,3934,2651,2829,2681,2617,2902,2424,2521,3361,2905,2552,2463,2357,2650,2975,2959,3087,3440,3071,3514,2274,3230,3299,1868,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.26773,45.81951]}",,1698,5077,5174,5229,5950,6390,6306,6748,6967,5889,6015,6271,6965,6052,6944,3322,5697,7087,2532,2532,6138,6317,5780,5926,6562,5276,5687,5813,6659,6333,5933,6603,6681,5356,6719,7122,7330,7548,4188,3374,4721,1892,3220,3157,1839,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.26773,45.81951]}"
1399,1439250000000,-114.27317,1104,Biomass,,71,83,110,121,132,149,174,190,201,217,226,245,267,283,304,316,321,341,1,1,26,48,60,78,89,108,113,129,159,167,179,200,223,227,255,264,278,290,311,332,339,1,11,26,38,1683,3145,2322,2517,2824,2570,3182,3086,3276,3165,3161,2692,3008,2950,2760,2866,4027,3496,1953,1953,2302,3351,2939,2934,3207,2604,2354,2472,2563,3472,2893,2393,2514,2503,2632,2613,2981,3490,3156,2970,2850,2303,3091,3207,2036,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.27317,45.82141]}",,1604,5077,4510,4894,5960,6429,7055,6933,6261,6193,6371,7075,6260,6033,6101,3175,5697,5537,1623,1623,2388,5606,4455,6524,6525,5525,6156,6201,6792,6582,5943,6497,6846,5553,6707,6559,7326,6884,3662,3241,2758,1846,3078,3044,1779,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.27317,45.82141]}"
1400,1439250000000,-114.27076,1105,Biomass,,71,91,110,121,143,160,176,192,208,217,238,256,263,283,295,320,321,349,1,15,30,48,62,72,86,106,124,129,159,163,179,202,211,226,254,270,273,294,311,329,339,2,2,26,40,2491,2834,2343,2850,3508,4049,3931,4155,4092,4023,2802,2867,2634,2286,1673,890,1460,2085,509,1246,1960,2648,2953,1908,2064,2276,2854,2390,2715,3976,4069,3473,3815,3783,3032,2726,2008,1902,2218,1633,2175,713,713,2311,2292,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.27076,46.82006]}",,3864,4089,5269,4964,7488,8041,7784,8157,8320,8198,8469,8030,7779,7419,7421,3529,4922,5552,2084,7220,7895,5817,6542,7405,7943,6994,6682,7459,8077,7981,8143,8327,8186,8229,7889,7755,8092,7687,4717,5894,6377,1896,1896,2676,7909,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,2,3,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.27076,46.82006]}"
1401,1437000000000,-114.00526,1200,Biomass,,80,91,103,128,140,156,174,188,203,215,226,247,268,279,295,316,326,349,365,1,26,44,49,78,90,108,117,129,159,167,179,195,223,226,255,266,273,289,311,330,339,354,15,30,41,1214,1565,1568,1543,1868,1699,1694,1703,1705,1323,1449,1250,1395,1076,1166,1172,773,1919,93,61,1244,1265,1281,1663,1728,1982,2079,1742,1854,2211,1535,1335,1376,1745,1275,1202,1193,1184,1330,388,1046,362,-29,470,1230,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.00526,46.67586]}",,2310,2806,3162,2931,3888,3491,3445,3263,2885,2655,2620,2669,2888,2399,2629,1072,2113,2502,58,40,2640,2540,2922,2971,3613,3624,3658,3403,3993,3686,2864,2599,2839,2733,2677,2545,2530,2357,2329,290,1334,247,-18,341,2778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,2,3,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.00526,46.67586]}"
1402,1437000000000,-114.00693,1201,Biomass,,80,93,103,128,137,156,174,188,204,217,240,247,268,279,295,316,326,351,365,1,26,44,49,69,86,108,124,129,159,165,177,195,223,226,255,266,278,289,311,330,339,361,15,32,41,1126,1990,1553,1609,1890,1808,1560,1632,1520,1440,1240,1192,1395,1068,1297,1169,802,2142,-92,-100,1221,1416,1482,1488,1949,2070,1910,1701,1838,1840,1438,1398,1316,1687,1263,1228,1390,1167,1347,317,876,386,-80,463,1230,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.00693,46.67507]}",,2316,3271,3178,3096,3436,3692,3227,2939,3202,2648,2571,2535,2888,2398,2770,1023,2758,2600,-64,-69,2455,2701,3179,2794,4027,3772,3456,3321,4004,3196,2929,2663,2792,2618,2674,2494,2744,2274,2376,230,986,265,-51,322,2778,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,2,3,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.00693,46.67507]}"
1403,1437000000000,-114.02106,1202,Biomass,,80,91,103,128,132,153,171,188,203,210,231,251,268,279,295,316,334,349,1,1,30,44,49,67,86,103,124,129,154,167,186,202,223,226,255,263,278,289,311,330,339,354,12,25,41,1502,1968,1813,1765,2021,1662,2007,1587,1739,1447,1268,1498,1314,1088,1296,1095,804,1879,92,92,1502,1551,1630,1674,2127,2796,1994,1984,2011,2180,1491,1453,1375,1901,1325,1395,1321,1231,1314,328,749,475,416,181,2237,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02106,46.69481]}",,2822,3377,3570,3209,3460,2953,3296,3222,2931,2661,2556,2651,2775,2317,2789,977,747,2996,59,59,2916,2983,3192,3220,4272,4406,3596,3649,4024,3680,2773,2797,2889,2893,2758,2401,2657,2424,2351,219,651,320,270,176,3907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,3,2,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02106,46.69481]}"
1404,1437000000000,-114.02146,1203,Biomass,,71,91,103,121,132,153,171,188,204,217,237,245,263,279,301,316,334,349,365,1,30,44,49,69,86,99,117,129,158,167,177,195,223,226,255,268,278,289,311,330,345,354,12,25,42,1199,1951,1850,1897,2233,1544,2007,1488,1442,1344,1632,1153,1125,1088,2017,941,902,1879,-19,-52,1502,1483,1650,1874,2143,2269,2302,1880,2075,2200,1419,1388,1375,1854,1214,1217,1354,1137,1360,322,552,473,388,181,668,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02146,46.69595]}",,2526,3356,3458,3442,3735,2843,3296,3117,3084,2458,2781,2646,2396,2317,3278,732,725,2996,-13,-35,2916,2907,3228,3285,4521,4082,3938,3585,3710,3689,2909,2686,2889,2883,2749,2329,2921,2404,2552,223,481,319,252,176,1318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,3,2,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02146,46.69595]}"
1405,1437000000000,-114.02289,1204,Biomass,,71,91,110,121,132,153,174,188,204,217,226,249,263,276,293,316,334,349,365,1,30,44,49,78,86,99,117,129,159,165,177,200,223,226,243,266,287,289,311,330,339,361,12,25,42,1385,2375,2438,2111,2240,1658,1667,1646,1567,1377,1374,1161,1092,1519,1529,763,783,1879,-19,-191,1857,1697,1745,2655,2532,2582,2538,1997,2037,1889,1508,1410,1435,1836,1263,1148,1256,1155,1410,252,727,439,391,181,777,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02289,46.69637]}",,2831,3886,4387,3744,3681,2967,3323,3348,3165,2509,2493,2340,2328,2574,3150,587,607,2996,-13,-131,3327,3246,3423,4388,4842,4495,4244,3768,4325,3347,2998,2871,2991,2867,2438,2386,2651,2376,2629,179,633,301,253,176,1566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,3,2,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02289,46.69637]}"
1406,1437000000000,-114.02276,1205,Biomass,,80,91,103,128,132,153,171,188,203,210,231,251,268,279,295,316,334,349,1,1,30,44,49,67,86,103,124,129,154,167,186,202,223,226,255,263,278,289,311,330,339,354,12,25,41,1502,1968,1813,1765,2021,1662,2007,1587,1739,1447,1268,1498,1314,1088,1296,1095,804,1879,92,92,1502,1551,1630,1674,2127,2796,1994,1984,2011,2180,1491,1453,1375,1901,1325,1395,1321,1231,1314,328,749,475,416,181,2237,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02276,46.6951]}",,2822,3377,3570,3209,3460,2953,3296,3222,2931,2661,2556,2651,2775,2317,2789,977,747,2996,59,59,2916,2983,3192,3220,4272,4406,3596,3649,4024,3680,2773,2797,2889,2893,2758,2401,2657,2424,2351,219,651,320,270,176,3907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,3,2,3,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02276,46.6951]}"
1407,1437000000000,-114.02206,1206,Biomass,,71,91,103,121,132,153,171,188,204,217,237,245,263,279,301,316,334,349,365,1,30,44,49,69,86,99,117,129,158,167,177,195,223,226,255,268,278,289,311,330,345,354,12,25,42,1199,1951,1850,1897,2233,1544,2007,1488,1442,1344,1632,1153,1125,1088,2017,941,902,1879,-19,-52,1502,1483,1650,1874,2143,2269,2302,1880,2075,2200,1419,1388,1375,1854,1214,1217,1354,1137,1360,322,552,473,388,181,668,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02206,46.69736]}",,2526,3356,3458,3442,3735,2843,3296,3117,3084,2458,2781,2646,2396,2317,3278,732,725,2996,-13,-35,2916,2907,3228,3285,4521,4082,3938,3585,3710,3689,2909,2686,2889,2883,2749,2329,2921,2404,2552,223,481,319,252,176,1318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3,3,2,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.02206,46.69736]}"
1408,1438300000000,-114.03217,1207,Biomass,,71,91,103,128,137,153,162,181,208,217,240,251,263,279,295,311,334,349,365,1,26,44,49,65,86,99,117,142,154,163,177,195,211,226,243,266,277,289,311,330,339,354,5,25,40,1237,1885,2029,2218,2210,2048,2261,1765,1610,1579,1396,1897,1250,1140,1338,1652,467,1640,79,-162,1339,1381,1349,598,2064,2207,2596,2625,2250,2272,1984,1798,1524,1987,1498,1285,1266,1173,1327,58,619,234,14,13,2162,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03217,46.70684]}",,3023,3526,4198,4152,4103,3731,3697,3765,3259,3037,3143,3441,2915,2712,3336,3778,420,2578,60,-113,3697,3168,3571,4006,4644,4407,4520,4482,4836,4296,4004,3310,3012,3203,2882,2765,2492,2530,2579,46,610,172,13,12,5913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03217,46.70684]}"
1409,1438300000000,-114.03335,1208,Biomass,,71,91,110,128,132,153,162,181,206,217,240,247,263,279,295,311,334,349,363,1,26,44,49,65,86,108,124,142,154,163,179,195,223,226,243,266,273,289,311,330,339,354,5,25,40,1363,2087,2045,2132,2491,2048,2144,1765,1468,1584,1340,1319,1221,1187,1235,1652,590,1640,48,-162,1488,1632,1358,598,1943,2059,1928,2470,2268,2015,1819,1682,1450,1821,1424,1281,1214,1191,1223,184,514,309,83,407,2162,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03335,46.7061]}",,2729,3442,4158,3849,4180,3731,3490,3765,3057,2892,2997,2741,2551,2430,2786,3778,429,2578,34,-113,3071,3028,3298,4006,4340,3767,3474,4187,4777,3958,3424,3141,3253,2986,2652,2670,2521,2409,2341,130,526,209,76,421,5913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,1,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03335,46.7061]}"
1410,1438300000000,-114.03422,1209,Biomass,,71,91,103,128,142,153,176,181,194,217,231,249,263,279,295,311,334,349,365,1,26,48,49,67,90,99,117,129,154,163,177,195,211,226,256,270,273,289,311,330,339,354,5,25,38,1277,1949,2032,2109,2071,2058,1811,1754,1745,1496,1419,1391,1231,1095,1176,1653,329,1373,79,-2,1382,1815,1227,1476,1900,1982,2167,2126,2240,2148,1920,1622,1358,1839,2084,1295,1165,1150,1224,262,480,306,14,407,849,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03422,46.70509]}",,2976,3586,3964,3873,4276,3770,3463,3596,3101,2950,3045,2801,2819,2430,2864,3417,282,2718,60,-1,3284,3511,3380,3158,3862,3837,3965,4069,4896,4220,3843,3170,2863,3007,3485,2388,2500,2275,2344,184,515,224,13,421,1562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03422,46.70509]}"
1411,1440630000000,-114.03466,1210,Biomass,,71,91,103,128,142,153,176,181,194,217,231,249,263,279,295,311,334,349,365,1,26,48,49,67,90,99,117,129,154,163,177,195,211,226,256,270,273,289,311,330,339,354,5,25,38,1277,1949,2032,2109,2071,2058,1811,1754,1745,1496,1419,1391,1231,1095,1176,1653,329,1373,79,-2,1382,1815,1227,1476,1900,1982,2167,2126,2240,2148,1920,1622,1358,1839,2084,1295,1165,1150,1224,262,480,306,14,407,849,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03466,46.70617]}",,2976,3586,3964,3873,4276,3770,3463,3596,3101,2950,3045,2801,2819,2430,2864,3417,282,2718,60,-1,3284,3511,3380,3158,3862,3837,3965,4069,4896,4220,3843,3170,2863,3007,3485,2388,2500,2275,2344,184,515,224,13,421,1562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03466,46.70617]}"
1412,1440630000000,-114.03242,1211,Biomass,,71,91,103,128,142,153,176,181,194,217,231,249,263,279,295,311,334,349,365,1,26,48,49,67,90,99,117,129,154,163,177,195,211,226,256,270,273,289,311,330,339,354,5,25,38,1277,1949,2032,2109,2071,2058,1811,1754,1745,1496,1419,1391,1231,1095,1176,1653,329,1373,79,-2,1382,1815,1227,1476,1900,1982,2167,2126,2240,2148,1920,1622,1358,1839,2084,1295,1165,1150,1224,262,480,306,14,407,849,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03242,46.70494]}",,2976,3586,3964,3873,4276,3770,3463,3596,3101,2950,3045,2801,2819,2430,2864,3417,282,2718,60,-1,3284,3511,3380,3158,3862,3837,3965,4069,4896,4220,3843,3170,2863,3007,3485,2388,2500,2275,2344,184,515,224,13,421,1562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-114.03242,46.70494]}"
1413,1437440000000,-113.94422,1212,Biomass,,75,91,103,128,142,149,174,187,206,210,238,249,269,283,295,316,326,337,363,1,26,48,63,69,86,110,117,133,159,163,179,195,211,226,252,266,277,290,310,330,339,354,15,18,38,1429,1293,1243,1748,2153,2117,1964,2433,1689,1925,1597,1785,2546,2146,1708,2119,805,2270,299,410,1700,1956,1402,1443,1698,2295,1936,2015,2079,2482,1902,1906,1684,2473,1760,1589,1839,2015,690,976,1771,594,-185,75,296,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94422,46.48051]}",,2798,2575,2706,3414,4589,4438,4447,4272,3757,3627,4013,3627,4332,4050,4606,2254,6457,2296,235,315,4096,3777,3313,3235,4335,4126,3681,3697,4835,4252,3646,4011,3618,4120,3402,3734,3914,3299,527,1094,2683,457,-168,59,279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94422,46.48051]}"
1414,1437440000000,-113.94303,1213,Biomass,,75,91,103,128,132,149,174,187,204,212,233,245,263,276,293,320,326,337,363,1,30,48,49,69,86,106,124,129,159,163,181,195,218,226,254,271,278,290,312,330,339,354,15,18,38,1144,1293,1294,1807,2847,2356,2279,2433,1569,2219,1694,1507,1452,1763,1590,1260,2057,2387,172,353,1716,1541,1311,1741,1698,1230,1746,1625,2079,2564,2160,2245,1818,2412,2032,1451,1978,2434,867,784,708,607,106,163,-495,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94303,46.47941]}",,2339,2575,3148,3774,5115,5254,5241,4272,3987,3861,3565,3778,3579,3399,4367,1506,7173,2614,136,327,4227,3206,4376,4060,4335,2920,3543,3816,4835,4860,3861,4692,4235,4017,4144,3888,4973,4097,1401,682,1178,453,120,118,-370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94303,46.47941]}"
1415,1437440000000,-113.94714,1214,Biomass,,75,91,103,128,132,146,176,192,208,212,231,247,263,279,301,311,326,337,363,1,30,44,49,65,81,106,124,129,156,170,181,204,213,226,243,270,273,290,312,330,339,361,15,18,38,1139,1765,1885,2334,2847,2585,2437,2395,1772,2874,2109,1774,1614,1304,2084,1494,2057,2379,265,1519,1716,1648,1115,1900,1925,1564,2227,2055,2662,1862,2521,2148,2269,2391,1981,1987,1584,2434,1647,1200,937,581,57,36,134,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94714,46.48006]}",,2327,3674,4586,4860,5115,4683,4657,5006,3987,4775,4992,4523,4142,3542,4225,4547,7173,2645,221,2059,4227,4686,3554,5373,5121,3887,4461,4957,5073,4254,4461,4174,4479,4001,4615,4213,4259,4097,3869,1345,1658,403,51,28,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94714,46.48006]}"
1416,1437440000000,-113.94644,1215,Biomass,,75,91,103,128,142,151,174,181,194,217,231,245,268,279,295,311,326,337,363,1,26,48,49,65,86,110,117,133,159,163,177,195,224,226,255,271,278,290,312,330,339,361,15,18,38,1362,1953,1286,1610,1921,1885,1729,1930,1831,1626,1518,1492,1820,1487,1530,1562,2057,2669,535,369,1446,2025,1115,1191,1670,1873,2065,1918,1923,1765,1581,1552,2258,2399,1656,1862,1669,2428,2261,1356,1558,612,57,36,512,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94644,46.47782]}",,2710,3849,3074,3422,4379,4006,4014,4638,3341,3380,3635,4019,4663,3822,3996,3795,7173,2860,455,276,3984,3904,3554,3127,4129,3478,4167,3647,4924,3706,3707,3284,4013,4010,4373,4793,4241,3941,3651,1179,2600,426,51,28,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94644,46.47782]}"
1417,1437440000000,-113.94465,1216,Biomass,,75,91,110,119,141,153,172,189,194,217,240,249,258,276,293,315,326,337,363,1,26,48,64,78,86,106,113,133,159,170,177,200,213,226,256,266,288,290,312,330,339,358,15,18,38,1177,1455,1638,1860,2416,2227,1964,2640,2344,1501,1887,2071,1782,2112,1698,1599,2548,2657,563,942,1279,2474,2106,1986,1670,1786,1835,2018,2002,1890,1749,1656,1805,2409,2316,1629,2242,2601,867,784,708,771,-691,362,-495,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94465,46.47841]}",,2359,2829,3522,3810,4388,4140,4490,4629,4076,2971,3902,4084,3483,3874,3881,1330,7256,2747,448,648,3182,4499,3579,3764,4129,3731,3898,3654,4712,3833,3823,3853,3365,4013,4132,3563,4030,4155,1401,682,1178,538,-561,243,-370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94465,46.47841]}"
1418,1438300000000,-113.94688,1217,Biomass,,75,91,110,121,137,149,174,192,206,217,240,251,267,283,293,319,336,337,365,1,30,44,49,69,86,106,113,129,159,170,179,195,211,226,252,266,278,290,310,330,339,360,15,18,38,1524,1573,1794,1544,2146,2031,1962,2086,1674,2185,1652,2280,1988,1892,1788,1738,1419,2022,1022,1267,1687,1178,1305,1606,1467,1600,1958,2100,2078,1796,1775,1909,1720,2052,1915,1528,1544,1926,943,1121,1343,606,930,160,642,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94688,46.48507]}",,3134,3084,4239,3184,4167,4604,4498,4331,3905,4077,3654,4294,3857,3498,4327,1530,2130,2127,808,1106,3670,3027,3856,3528,3990,3642,4430,4735,4980,3925,3514,4024,3719,3374,3707,3485,3840,3159,759,1080,1754,399,737,125,603,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,3,2,2,2,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-113.94688,46.48507]}"
